time,step,quantity,kperp,value
0.0,0,dbpar,36.5,0.0
0.0,0,dbpar,37.5,0.0
0.0,0,dbpar,38.5,0.0
0.0,0,dbpar,39.5,0.0
0.0,0,dbpar,40.5,0.0
0.0,0,dbpar,41.5,0.0
0.0,0,dbpar,42.5,0.0
0.0,0,dbpar,43.5,0.0
0.0,0,dbpar,44.5,0.0
0.0,0,dbpar,45.5,0.0
0.0,0,dbpar,46.5,0.0
0.0,0,dbpar,47.5,0.0
0.0,0,dbpar,48.5,0.0
0.0,0,dbpar,49.5,0.0
0.0,0,dbpar,50.5,0.0
0.0,0,dbpar,51.5,0.0
0.0,0,dbpar,52.5,0.0
0.0,0,dbpar,53.5,0.0
0.0,0,dbpar,54.5,0.0
0.0,0,dbpar,55.5,0.0
0.0,0,dbpar,56.5,0.0
0.0,0,dbpar,57.5,0.0
0.0,0,dbpar,58.5,0.0
0.0,0,dbpar,59.5,0.0
0.0,0,dbpar,60.5,0.0
0.0,0,dbpar,61.5,0.0
0.0,0,dbpar,62.5,0.0
0.0,0,dbpar,63.5,0.0
0.0,0,dbpar,64.5,0.0
0.0,0,dbpar,65.5,0.0
0.0,0,dbpar,66.5,0.0
0.0,0,dbpar,67.5,0.0
0.0,0,dbpar,68.5,0.0
0.0,0,dbpar,69.5,0.0
0.0,0,dbpar,70.5,0.0
0.0,0,dbpar,71.5,0.0
0.0,0,dbpar,72.5,0.0
0.0,0,dbpar,73.5,0.0
0.0,0,dbpar,74.5,0.0
0.0,0,dbpar,75.5,0.0
0.0,0,dbpar,76.5,0.0
0.0,0,dbpar,77.5,0.0
0.0,0,dbpar,78.5,0.0
0.0,0,dbpar,79.5,0.0
0.0,0,dbpar,80.5,0.0
0.0,0,dbpar,81.5,0.0
0.0,0,dbpar,82.5,0.0
0.0,0,dbpar,83.5,0.0
0.0,0,dbpar,84.5,0.0
0.0,0,dbpar,85.5,0.0
0.0,0,dbpar,86.5,0.0
0.0,0,dbpar,87.5,0.0
0.0,0,dbpar,88.5,0.0
0.0,0,dbpar,89.5,0.0
0.0,0,dbpar,90.5,0.0
0.0,0,dbpar,91.5,0.0
0.0,0,z_plus,0.5,0.0
0.0,0,z_plus,1.5,0.0398292760943382
0.0,0,z_plus,2.5,0.14648116077629406
0.0,0,z_plus,3.5,0.020512438093188798
0.0,0,z_plus,4.5,0.0
0.0,0,z_plus,5.5,0.0
0.0,0,z_plus,6.5,0.0
0.0,0,z_plus,7.5,0.0
0.0,0,z_plus,8.5,0.0
0.0,0,z_plus,9.5,0.0
0.0,0,z_plus,10.5,0.0
0.0,0,z_plus,11.5,0.0
0.0,0,z_plus,12.5,0.0
0.0,0,z_plus,13.5,0.0
0.0,0,z_plus,14.5,0.0
0.0,0,z_plus,15.5,0.0
0.0,0,z_plus,16.5,0.0
0.0,0,z_plus,17.5,0.0
0.0,0,z_plus,18.5,0.0
0.0,0,z_plus,19.5,0.0
0.0,0,z_plus,20.5,0.0
0.0,0,z_plus,21.5,0.0
0.0,0,z_plus,22.5,0.0
0.0,0,z_plus,23.5,0.0
0.0,0,z_plus,24.5,0.0
0.0,0,z_plus,25.5,0.0
0.0,0,z_plus,26.5,0.0
0.0,0,z_plus,27.5,0.0
0.0,0,z_plus,28.5,0.0
0.0,0,z_plus,29.5,0.0
0.0,0,z_plus,30.5,0.0
0.0,0,z_plus,31.5,0.0
0.0,0,z_plus,32.5,0.0
0.0,0,z_plus,33.5,0.0
0.0,0,z_plus,34.5,0.0
0.0,0,z_plus,35.5,0.0
0.0,0,z_plus,36.5,0.0
0.0,0,z_plus,37.5,0.0
0.0,0,z_plus,38.5,0.0
0.0,0,z_plus,39.5,0.0
0.0,0,z_plus,40.5,0.0
0.0,0,z_plus,41.5,0.0
0.0,0,z_plus,42.5,0.0
0.0,0,z_plus,43.5,0.0
0.0,0,z_plus,44.5,0.0
0.0,0,z_plus,45.5,0.0
0.0,0,z_plus,46.5,0.0
0.0,0,z_plus,47.5,0.0
0.0,0,z_plus,48.5,0.0
0.0,0,z_plus,49.5,0.0
0.0,0,z_plus,50.5,0.0
0.0,0,z_plus,51.5,0.0
0.0,0,z_plus,52.5,0.0
0.0,0,z_plus,53.5,0.0
0.0,0,z_plus,54.5,0.0
0.0,0,z_plus,55.5,0.0
0.0,0,z_plus,56.5,0.0
0.0,0,z_plus,57.5,0.0
0.0,0,z_plus,58.5,0.0
0.0,0,z_plus,59.5,0.0
0.0,0,z_plus,60.5,0.0
0.0,0,z_plus,61.5,0.0
0.0,0,z_plus,62.5,0.0
0.0,0,z_plus,63.5,0.0
0.0,0,z_plus,64.5,0.0
0.0,0,z_plus,65.5,0.0
0.0,0,z_plus,66.5,0.0
0.0,0,z_plus,67.5,0.0
0.0,0,z_plus,68.5,0.0
0.0,0,z_plus,69.5,0.0
0.0,0,z_plus,70.5,0.0
0.0,0,z_plus,71.5,0.0
0.0,0,z_plus,72.5,0.0
0.0,0,z_plus,73.5,0.0
0.0,0,z_plus,74.5,0.0
0.0,0,z_plus,75.5,0.0
0.0,0,z_plus,76.5,0.0
0.0,0,z_plus,77.5,0.0
0.0,0,z_plus,78.5,0.0
0.0,0,z_plus,79.5,0.0
0.0,0,z_plus,80.5,0.0
0.0,0,z_plus,81.5,0.0
0.0,0,z_plus,82.5,0.0
0.0,0,z_plus,83.5,0.0
0.0,0,z_plus,84.5,0.0
0.0,0,z_plus,85.5,0.0
0.0,0,z_plus,86.5,0.0
0.0,0,z_plus,87.5,0.0
0.0,0,z_plus,88.5,0.0
0.0,0,z_plus,89.5,0.0
0.0,0,z_plus,90.5,0.0
0.0,0,z_plus,91.5,0.0
0.0,0,z_minus,0.5,0.0
0.0,0,z_minus,1.5,0.048693018527518145
0.0,0,z_minus,2.5,0.14221269408381915
0.0,0,z_minus,3.5,0.015248705006151983
0.0,0,z_minus,4.5,0.0
0.0,0,z_minus,5.5,0.0
0.0,0,z_minus,6.5,0.0
0.0,0,z_minus,7.5,0.0
0.0,0,z_minus,8.5,0.0
0.0,0,z_minus,9.5,0.0
0.0,0,z_minus,10.5,0.0
0.0,0,z_minus,11.5,0.0
0.0,0,z_minus,12.5,0.0
0.0,0,z_minus,13.5,0.0
0.0,0,z_minus,14.5,0.0
0.0,0,z_minus,15.5,0.0
0.0,0,z_minus,16.5,0.0
0.0,0,z_minus,17.5,0.0
0.0,0,z_minus,18.5,0.0
0.0,0,z_minus,19.5,0.0
0.0,0,z_minus,20.5,0.0
0.0,0,z_minus,21.5,0.0
0.0,0,z_minus,22.5,0.0
0.0,0,z_minus,23.5,0.0
0.0,0,z_minus,24.5,0.0
0.0,0,z_minus,25.5,0.0
0.0,0,z_minus,26.5,0.0
0.0,0,z_minus,27.5,0.0
0.0,0,z_minus,28.5,0.0
0.0,0,z_minus,29.5,0.0
0.0,0,z_minus,30.5,0.0
0.0,0,z_minus,31.5,0.0
0.0,0,z_minus,32.5,0.0
0.0,0,z_minus,33.5,0.0
0.0,0,z_minus,34.5,0.0
0.0,0,z_minus,35.5,0.0
0.0,0,z_minus,36.5,0.0
0.0,0,z_minus,37.5,0.0
0.0,0,z_minus,38.5,0.0
0.0,0,z_minus,39.5,0.0
0.0,0,z_minus,40.5,0.0
0.0,0,z_minus,41.5,0.0
0.0,0,z_minus,42.5,0.0
0.0,0,z_minus,43.5,0.0
0.0,0,z_minus,44.5,0.0
0.0,0,z_minus,45.5,0.0
0.0,0,z_minus,46.5,0.0
0.0,0,z_minus,47.5,0.0
0.0,0,z_minus,48.5,0.0
0.0,0,z_minus,49.5,0.0
0.0,0,z_minus,50.5,0.0
0.0,0,z_minus,51.5,0.0
0.0,0,z_minus,52.5,0.0
0.0,0,z_minus,53.5,0.0
0.0,0,z_minus,54.5,0.0
0.0,0,z_minus,55.5,0.0
0.0,0,z_minus,56.5,0.0
0.0,0,z_minus,57.5,0.0
0.0,0,z_minus,58.5,0.0
0.0,0,z_minus,59.5,0.0
0.0,0,z_minus,60.5,0.0
0.0,0,z_minus,61.5,0.0
0.0,0,z_minus,62.5,0.0
0.0,0,z_minus,63.5,0.0
0.0,0,z_minus,64.5,0.0
0.0,0,z_minus,65.5,0.0
0.0,0,z_minus,66.5,0.0
0.0,0,z_minus,67.5,0.0
0.0,0,z_minus,68.5,0.0
0.0,0,z_minus,69.5,0.0
0.0,0,z_minus,70.5,0.0
0.0,0,z_minus,71.5,0.0
0.0,0,z_minus,72.5,0.0
0.0,0,z_minus,73.5,0.0
0.0,0,z_minus,74.5,0.0
0.0,0,z_minus,75.5,0.0
0.0,0,z_minus,76.5,0.0
0.0,0,z_minus,77.5,0.0
0.0,0,z_minus,78.5,0.0
0.0,0,z_minus,79.5,0.0
0.0,0,z_minus,80.5,0.0
0.0,0,z_minus,81.5,0.0
0.0,0,z_minus,82.5,0.0
0.0,0,z_minus,83.5,0.0
0.0,0,z_minus,84.5,0.0
0.0,0,z_minus,85.5,0.0
0.0,0,z_minus,86.5,0.0
0.0,0,z_minus,87.5,0.0
0.0,0,z_minus,88.5,0.0
0.0,0,z_minus,89.5,0.0
0.0,0,z_minus,90.5,0.0
0.0,0,z_minus,91.5,0.0
