time,step,quantity,kperp,value
3.000897399522725,241,b_perp,28.5,5.794280033160899e-07
3.000897399522725,241,b_perp,29.5,3.1960009004583384e-07
3.000897399522725,241,b_perp,30.5,0.0
3.000897399522725,241,b_perp,31.5,0.0
3.000897399522725,241,b_perp,32.5,0.0
3.000897399522725,241,b_perp,33.5,0.0
3.000897399522725,241,b_perp,34.5,0.0
3.000897399522725,241,b_perp,35.5,0.0
3.000897399522725,241,b_perp,36.5,0.0
3.000897399522725,241,b_perp,37.5,0.0
3.000897399522725,241,b_perp,38.5,0.0
3.000897399522725,241,b_perp,39.5,0.0
3.000897399522725,241,b_perp,40.5,0.0
3.000897399522725,241,b_perp,41.5,0.0
3.000897399522725,241,b_perp,42.5,0.0
3.000897399522725,241,b_perp,43.5,0.0
3.000897399522725,241,b_perp,44.5,0.0
3.000897399522725,241,b_perp,45.5,0.0
3.000897399522725,241,upar,0.5,0.00032302794632702177
3.000897399522725,241,upar,1.5,0.0006058236337876359
3.000897399522725,241,upar,2.5,0.0005418878817812422
3.000897399522725,241,upar,3.5,0.00022111292640389108
3.000897399522725,241,upar,4.5,0.0001497060731559834
3.000897399522725,241,upar,5.5,0.00013206581845164595
3.000897399522725,241,upar,6.5,7.616791677159622e-05
3.000897399522725,241,upar,7.5,6.0563288716696705e-05
3.000897399522725,241,upar,8.5,4.424565256444868e-05
3.000897399522725,241,upar,9.5,2.9147786810680523e-05
3.000897399522725,241,upar,10.5,2.572890790747172e-05
3.000897399522725,241,upar,11.5,1.6158435096417476e-05
3.000897399522725,241,upar,12.5,1.6078762184389937e-05
3.000897399522725,241,upar,13.5,1.0688228490640427e-05
3.000897399522725,241,upar,14.5,7.5873864925407154e-06
3.000897399522725,241,upar,15.5,5.776790991970443e-06
3.000897399522725,241,upar,16.5,4.04564440112355e-06
3.000897399522725,241,upar,17.5,3.3919299549283224e-06
3.000897399522725,241,upar,18.5,2.414749152314036e-06
3.000897399522725,241,upar,19.5,1.5058628914334075e-06
3.000897399522725,241,upar,20.5,1.086006154952438e-06
3.000897399522725,241,upar,21.5,8.969936204301176e-07
3.000897399522725,241,upar,22.5,2.3422323268353173e-07
3.000897399522725,241,upar,23.5,9.25922660856466e-08
3.000897399522725,241,upar,24.5,4.745885806464435e-08
3.000897399522725,241,upar,25.5,1.6927991054792045e-08
3.000897399522725,241,upar,26.5,6.583717492184711e-09
3.000897399522725,241,upar,27.5,2.3335391965132488e-09
3.000897399522725,241,upar,28.5,6.597801012092849e-10
3.000897399522725,241,upar,29.5,3.296294913224986e-10
3.000897399522725,241,upar,30.5,0.0
3.000897399522725,241,upar,31.5,0.0
3.000897399522725,241,upar,32.5,0.0
3.000897399522725,241,upar,33.5,0.0
3.000897399522725,241,upar,34.5,0.0
3.000897399522725,241,upar,35.5,0.0
3.000897399522725,241,upar,36.5,0.0
3.000897399522725,241,upar,37.5,0.0
3.000897399522725,241,upar,38.5,0.0
