time,step,quantity,kprl,value
1.0050000000000008,67,dbpar,7.000000000000001,1.2129582334208689e-08
1.0050000000000008,67,dbpar,8.0,2.2352657987582846e-09
1.0050000000000008,67,dbpar,9.0,5.266957809357503e-10
1.0050000000000008,67,dbpar,10.0,1.211049466240317e-10
1.0050000000000008,67,dbpar,11.0,3.012655217380047e-11
1.0050000000000008,67,dbpar,12.0,7.670489011430995e-12
1.0050000000000008,67,dbpar,12.999999999999998,2.0530030512589786e-12
1.0050000000000008,67,dbpar,14.000000000000002,5.89611304852865e-13
1.0050000000000008,67,dbpar,15.0,1.6931520350790222e-13
1.0050000000000008,67,dbpar,16.0,4.869803941758191e-14
1.0050000000000008,67,dbpar,17.0,1.458738651768904e-14
1.0050000000000008,67,dbpar,18.0,4.166601584712113e-15
1.0050000000000008,67,dbpar,19.0,1.241148199868903e-15
1.0050000000000008,67,dbpar,20.0,3.707082268826692e-16
1.0050000000000008,67,dbpar,21.0,1.2031916943238495e-16
1.0050000000000008,67,dbpar,22.0,0.0
1.0050000000000008,67,dbpar,23.0,0.0
1.0050000000000008,67,dbpar,24.0,0.0
1.0050000000000008,67,dbpar,25.0,0.0
1.0050000000000008,67,dbpar,25.999999999999996,0.0
1.0050000000000008,67,dbpar,27.000000000000004,0.0
1.0050000000000008,67,dbpar,28.000000000000004,0.0
1.0050000000000008,67,dbpar,29.000000000000004,0.0
1.0050000000000008,67,dbpar,30.0,0.0
1.0050000000000008,67,dbpar,31.0,0.0
1.0050000000000008,67,dbpar,32.0,0.0
1.0050000000000008,67,z_plus,0.0,0.06858729589924181
1.0050000000000008,67,z_plus,1.0,0.08904749979512853
1.0050000000000008,67,z_plus,2.0,0.03019193778382495
1.0050000000000008,67,z_plus,3.0,0.0015564755243352973
1.0050000000000008,67,z_plus,4.0,0.00033133232427464684
1.0050000000000008,67,z_plus,5.0,4.4182982886733054e-05
1.0050000000000008,67,z_plus,6.0,9.168969957025634e-06
1.0050000000000008,67,z_plus,7.000000000000001,1.5881751750760751e-06
1.0050000000000008,67,z_plus,8.0,3.6633554060129493e-07
1.0050000000000008,67,z_plus,9.0,9.216701975606779e-08
1.0050000000000008,67,z_plus,10.0,2.289177915636381e-08
1.0050000000000008,67,z_plus,11.0,6.58184332890055e-09
1.0050000000000008,67,z_plus,12.0,1.7468566561712172e-09
1.0050000000000008,67,z_plus,12.999999999999998,5.083208566753533e-10
1.0050000000000008,67,z_plus,14.000000000000002,1.4410500418591457e-10
1.0050000000000008,67,z_plus,15.0,4.138863172539809e-11
1.0050000000000008,67,z_plus,16.0,1.1836926351124018e-11
1.0050000000000008,67,z_plus,17.0,3.3584719187867304e-12
1.0050000000000008,67,z_plus,18.0,9.370929596905549e-13
1.0050000000000008,67,z_plus,19.0,2.609135953451376e-13
1.0050000000000008,67,z_plus,20.0,7.312186190269648e-14
1.0050000000000008,67,z_plus,21.0,2.0770198870169223e-14
1.0050000000000008,67,z_plus,22.0,0.0
1.0050000000000008,67,z_plus,23.0,0.0
1.0050000000000008,67,z_plus,24.0,0.0
1.0050000000000008,67,z_plus,25.0,0.0
1.0050000000000008,67,z_plus,25.999999999999996,0.0
1.0050000000000008,67,z_plus,27.000000000000004,0.0
1.0050000000000008,67,z_plus,28.000000000000004,0.0
1.0050000000000008,67,z_plus,29.000000000000004,0.0
1.0050000000000008,67,z_plus,30.0,0.0
1.0050000000000008,67,z_plus,31.0,0.0
1.0050000000000008,67,z_plus,32.0,0.0
1.0050000000000008,67,z_minus,0.0,0.04713159166833221
1.0050000000000008,67,z_minus,1.0,0.0721792044470485
1.0050000000000008,67,z_minus,2.0,0.03252846568680849
1.0050000000000008,67,z_minus,3.0,0.001854958419072151
1.0050000000000008,67,z_minus,4.0,0.00035668104634458976
1.0050000000000008,67,z_minus,5.0,6.482441691369065e-05
1.0050000000000008,67,z_minus,6.0,1.3750261149971682e-05
1.0050000000000008,67,z_minus,7.000000000000001,2.820300428535985e-06
1.0050000000000008,67,z_minus,8.0,6.594367383912428e-07
1.0050000000000008,67,z_minus,9.0,1.5635490928192426e-07
1.0050000000000008,67,z_minus,10.0,4.0133363131901406e-08
